CF_Feature_1,CF_Feature_2,CF_Feature_3,CF_Feature_4,CF_Feature_5,Vib_Feature_1,Vib_Feature_2,Vib_Feature_3,Vib_Feature_4,Vib_Feature_5,AE_Feature_1,AE_Feature_2,AE_Feature_3,AE_Feature_4,AE_Feature_5,VB_mm,Wear_Class
26.51232614457395,49.50559456545849,84.65344931234053,50.51657115227325,74.80347393415887,7.624196216457234,7.20883074508124,9.971494397581669,2.593813734083905,7.354572516754213,1.892834250945683,1.306835462442011,1.8058170113554968,2.463477907504748,1.7960476624475723,0.3174703562884211,Worn
32.467592689006,73.73570773877996,47.601812936876655,37.58882851457693,39.44762785700353,6.340505083067194,2.569859378537811,0.5218505779676108,0.1023385640875751,0.2215953554452154,4.890784378184111,4.987512517405985,3.873574890055956,2.0215554901021964,2.4721610041449416,0.0645123518140753,Healthy
75.6789222902397,33.200070211767915,74.44421678375537,15.19801824740512,13.031798809129093,1.5772031708324974,6.276247009230531,9.008369802823236,7.183602189143816,3.4854665160337763,2.375188543851933,4.454550483610687,3.226371148327309,2.485004791173431,0.6417478121676234,0.2185343011906988,Moderate
42.9673363355148,74.98599312882688,91.3041466889856,57.21229637222063,18.078515056237958,3.477397822959257,3.998586951372155,3.608068262457512,8.263592101750042,4.521390551224474,3.415989253424985,1.0568332190755658,0.1986457668234542,0.7360011408007788,4.827734589469727,0.1555310556558659,Moderate
53.91937941273144,96.88146905778044,48.42131393476416,6.360143637779736,55.16879678064617,9.377922867867817,8.266863036714513,8.575057399572561,9.066688146151902,4.086049707232401,4.904037142450028,3.190515045686312,0.9679923887743364,0.5960445570697837,4.730218221402128,0.2142650973827582,Moderate
58.2144802814742,35.677049034925126,16.427044945592804,50.37194345899563,83.0202884345762,3.902891008393338,6.545222690109419,2.5435953880638182,4.319875924251573,0.5671513828222552,4.134394101298135,4.248983353268282,1.163829821466766,1.5733591135565417,4.1255818545504415,0.2098982946389662,Moderate
36.91361938092045,35.719233399304485,34.40916178494421,52.054383730485846,44.06648834242935,8.294002201989358,1.9079226547583872,8.071797702024911,6.574940592562511,1.9274350721236844,1.3597855745516425,2.967306112259181,1.4162453113868725,0.5451158035974657,3.4209887173734037,0.1761725858946547,Moderate
44.89117225927901,53.71693216040288,20.353552248180485,15.57516228655298,88.04219028736048,6.237219692791834,8.39172810510297,7.591624811633812,5.987737041336166,9.611244018517173,3.928410408880155,1.0981899571745235,4.12948134646048,0.6103983880754782,3.110992928375348,0.3191411219489209,Worn
73.78969166957685,55.43540525114007,61.17207462343522,41.96000624277899,24.773098950115745,2.423106063874477,4.140678257678164,2.327302418700535,4.913490902687853,8.72465523258539,1.4288445010995092,0.6120540334328345,3.795595477921301,2.9777464020292665,3.0453308462724915,0.0223197598614972,Healthy
72.84939338474402,19.96697380406467,37.12709205053938,50.16991660064248,72.54681684501628,3.358543158608321,1.8194140174843365,3.2393556607803378,0.4928020144774492,9.504422340901034,2.5034401710038177,3.5692114002491326,0.2661364243776548,3.8013388816198095,2.882132524520684,0.2232741326259746,Moderate
89.00053418175663,33.79951568515358,37.5582952639944,9.3981939840869,57.8280140996174,4.09518480278714,3.7473102253575994,9.25529321646895,8.289298911930121,1.089999898629761,1.1509063943562885,4.524592101721335,3.19948218041626,1.134235477505282,1.0957248411629017,-0.0069340768322622,Healthy
26.52285225026746,68.60911539434869,94.8790497691918,26.804718737863777,81.14659391516817,0.4321993725495721,8.378257199236009,1.6962409303157244,6.973580668337705,2.244805012327284,2.385565158387144,0.0213756233024547,4.87855283141954,1.7479232494477022,1.29102196418525,0.2168507644957021,Moderate
31.16529166546489,52.53182644507214,6.605530782216007,97.25682356497369,36.0059901930726,6.567940046300318,6.102489782898049,7.083589360386612,6.603864402713439,1.142946811423835,4.557965867787225,3.9076157553092807,3.614500502226596,2.66513752431351,4.417428711677615,0.1910750677352862,Moderate
32.52951340230311,71.26213330985128,81.6779466505636,18.161396775660265,37.09410081577652,8.708905700266667,2.134615161389688,4.263898947694251,9.394808877148757,4.285638378056973,4.147300469906109,4.494428769310726,0.3406713188824184,1.510393996367484,1.6011502048426092,0.1076415514734074,Moderate
81.77853298569451,21.35113663106719,50.5852692951829,84.07030280112,73.28015447662506,9.869137142182122,3.980431741040957,3.3190628489749674,6.244249271843925,8.256086725075939,2.9856674260871365,3.465660875968006,2.3421763935354685,0.4885148384157411,2.3432069929177644,0.0682030103369736,Healthy
87.07499012725114,44.53052550026655,51.48173539296902,35.92333693997657,59.29508514349274,4.501242726352388,7.443037173373661,4.669674091637979,2.2780075571285616,1.993501289446863,3.195575641949016,1.0570650788795204,3.72610063345759,3.231316885203637,4.616446341181432,0.0590441191328991,Healthy
15.047227100599748,96.80763814507335,44.67145272585204,50.15179603501664,24.66586158054065,3.40225241522392,3.1813253133349084,9.56527749078009,7.890739828816936,7.240087921615538,4.478505509557591,1.6222532682316977,1.8962055988103392,3.9144838433616727,3.7947832560579897,0.1360930054140227,Moderate
2.007119777772637,32.20791655831783,21.144800699654464,32.74973521779147,11.976213181925122,5.718696893717321,8.943028933186481,4.751977194569495,9.45117507342546,2.144582293241616,1.6709192118773482,1.7547666236368982,0.2580127155449008,0.5954716509337749,0.9658260556088548,0.0276593426328948,Healthy
20.299355919119723,45.18690446522778,79.69475040156459,59.04261031078914,9.691732706699485,1.9253481772377332,5.900124682736959,7.410857977382195,3.191395155341933,1.0470515686242154,1.0483938899753935,2.7025180249892093,2.3053284460480814,1.6514686879637503,3.930074044342166,0.302999018575215,Worn
